Participant,evidence_sequence,experience
1020.0,"yes,yes,yes,no,yes,no,no,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,no,no,yes,yes,no,no,no,no,no",CSI
1020.0,"no,yes,no,yes,yes,yes,yes,yes,yes,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,yes,no,yes",CSI
1020.0,"yes,yes,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,yes,yes,yes,no,no,no,no,no,no",CSI
1020.0,"no,yes,yes,no,no,yes,yes,no,no,no",CSI
1020.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1020.0,"no,yes,no,yes,no,no,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,no,no,no",CSI
1020.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"no,no,no,no,no,yes,no,yes,no,no",CSI
1020.0,"no,no,yes,no,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1020.0,"yes,yes,no,yes,yes,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,yes,no,no,yes,no",CSI
1020.0,"no,yes,yes,yes,yes,no,yes,yes,yes,yes",CSI
1020.0,"no,no,no,no,no,no,yes,yes,yes,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,yes",CSI
9001.0,"no,no,no,no,yes,no,yes,no,yes,no",Control
9001.0,"yes,no,no,no,no,yes,no,no,yes,no",Control
9001.0,"no,no,no,yes,no,no,no,no,no,yes",Control
9001.0,"no,no,yes,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,yes,no,no",Control
9001.0,"yes,no,yes,yes,no,no,no,no,yes,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,yes",Control
9001.0,"yes,yes,yes,no,no,no,no,no,no,yes",Control
9001.0,"yes,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,yes,no,no,no,no,no,no,no",Control
9001.0,"no,no,yes,no,no,no,no,no,no,no",Control
9001.0,"no,no,yes,yes,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,yes,yes,yes,no,no,no",Control
9001.0,"yes,yes,yes,no,yes,no,no,yes,yes,no",Control
9001.0,"yes,no,yes,no,no,no,no,yes,yes,yes",Control
9001.0,"no,no,no,yes,no,no,yes,no,no,no",Control
9001.0,"no,no,yes,yes,no,no,no,yes,yes,yes",Control
9001.0,"yes,no,no,no,no,no,yes,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,yes,yes,yes,yes,yes",Control
9001.0,"yes,no,no,yes,yes,no,no,yes,no,yes",Control
9001.0,"no,no,no,yes,no,yes,yes,yes,yes,no",Control
9001.0,"no,no,no,no,yes,yes,yes,no,yes,yes",Control
9001.0,"yes,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,yes,yes,yes,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,yes,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,yes,yes,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9001.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9001.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9001.0,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",Control
9001.0,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",Control
9001.0,"yes,yes,no,no,yes,yes,no,yes,yes,yes",Control
9001.0,"no,yes,yes,yes,yes,yes,yes,yes,no,yes",Control
9001.0,"yes,yes,no,yes,no,no,no,yes,no,no",Control
9001.0,"no,yes,no,no,yes,yes,no,no,no,yes",Control
9001.0,"yes,yes,yes,no,no,no,no,yes,yes,yes",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,yes,no,no,yes,yes,no",Control
9001.0,"no,no,yes,yes,yes,yes,yes,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,yes,no,yes,no,no,no",Control
9001.0,"no,no,no,no,no,no,no,no,yes,yes",Control
9001.0,"yes,yes,yes,yes,yes,yes,no,yes,no,no",Control
9001.0,"no,yes,yes,no,yes,yes,yes,yes,yes,yes",Control
9001.0,"no,yes,yes,no,yes,yes,yes,yes,no,yes",Control
9001.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9001.0,"no,no,no,no,no,no,no,no,no,no",Control
9001.0,"no,no,no,no,no,yes,no,no,yes,no",Control
9001.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"no,no,no,no,yes,yes,yes,yes,yes,yes",Control
9002.0,"no,yes,yes,no,no,no,no,no,no,yes",Control
9002.0,"no,no,no,yes,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,yes,yes",Control
9002.0,"yes,no,yes,yes,yes,yes,no,yes,yes,no",Control
9002.0,"no,no,no,no,no,no,yes,yes,yes,no",Control
9002.0,"yes,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"yes,yes,no,yes,no,no,yes,yes,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,yes,no,yes,no,yes,no,yes,yes",Control
9002.0,"yes,yes,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,no,no,no,no,no,no,no,no",Control
9002.0,"yes,no,no,no,no,no,yes,yes,yes,no",Control
9002.0,"no,no,no,yes,yes,yes,yes,yes,yes,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,yes,no,no,no,yes,no,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",Control
9002.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,yes",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,yes,yes,yes,yes,yes,yes,yes,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,yes,no,yes,yes,yes,yes,no,yes",Control
9002.0,"yes,no,yes,yes,no,yes,no,no,no,yes",Control
9002.0,"no,yes,no,no,yes,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"yes,yes,yes,no,yes,no,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,no,no,no,no,no,yes,yes,yes,yes",Control
9002.0,"yes,yes,no,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",Control
9002.0,"no,yes,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,yes,no,yes,yes,yes,yes,yes",Control
9002.0,"no,no,no,no,no,yes,no,no,no,no",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",Control
9002.0,"no,no,no,no,no,no,yes,no,yes,no",Control
9002.0,"yes,yes,no,no,yes,yes,no,no,no,no",Control
9002.0,"no,no,yes,no,no,no,yes,no,no,no",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,no,no,yes,no,yes,yes,yes,no,yes",Control
9002.0,"yes,yes,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,yes,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9002.0,"yes,yes,yes,yes,no,no,yes,yes,no,no",Control
9002.0,"no,yes,yes,no,no,no,no,no,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9002.0,"yes,yes,yes,yes,no,no,yes,no,no,no",Control
9002.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,yes,yes,no,no",Control
9003.0,"no,no,no,no,no,yes,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,yes,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,yes,no,no",Control
9003.0,"no,no,no,no,no,yes,no,no,no,no",Control
9003.0,"no,no,no,no,no,yes,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,yes,yes",Control
9003.0,"yes,yes,yes,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,yes,no,no,yes,no",Control
9003.0,"no,no,no,no,no,yes,yes,yes,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,yes,no,no",Control
9003.0,"yes,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"yes,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,yes,yes,yes,no,yes,no,yes,yes",Control
9003.0,"yes,yes,no,no,yes,no,no,no,yes,yes",Control
9003.0,"yes,no,no,yes,no,no,yes,yes,no,no",Control
9003.0,"no,yes,yes,no,no,no,no,yes,no,no",Control
9003.0,"no,no,no,yes,yes,yes,yes,yes,yes,no",Control
9003.0,"yes,yes,yes,yes,yes,yes,no,yes,yes,no",Control
9003.0,"no,no,yes,yes,yes,yes,yes,no,no,no",Control
9003.0,"yes,no,no,yes,yes,yes,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,yes,no,no,yes,no,no,no,yes",Control
9003.0,"no,yes,yes,no,no,no,yes,yes,yes,yes",Control
9003.0,"yes,no,yes,yes,no,yes,yes,yes,yes,no",Control
9003.0,"yes,yes,yes,yes,no,yes,yes,no,yes,yes",Control
9003.0,"yes,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,yes,yes,no,yes,no,no",Control
9003.0,"no,no,no,no,no,no,no,yes,no,no",Control
9003.0,"no,yes,no,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,yes",Control
9003.0,"yes,no,yes,no,no,no,no,yes,yes,yes",Control
9003.0,"yes,yes,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,yes,no,no,yes,yes,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"yes,yes,no,yes,no,yes,yes,no,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,no,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"yes,yes,yes,yes,no,no,no,yes,yes,yes",Control
9003.0,"no,no,no,no,yes,yes,no,yes,yes,yes",Control
9003.0,"no,no,no,no,no,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,no,no,no,no,yes",Control
9003.0,"yes,no,no,no,no,yes,yes,yes,yes,yes",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,yes,yes,yes,no,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,no,no,yes,yes,yes,no,no",Control
9003.0,"no,no,no,yes,yes,yes,yes,no,no,no",Control
9003.0,"no,no,no,yes,yes,yes,yes,yes,yes,no",Control
9003.0,"no,yes,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"no,no,yes,yes,yes,no,no,no,yes,no",Control
9003.0,"yes,yes,yes,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,no,no,no,no,yes,no,no,no,no",Control
9003.0,"no,no,no,no,yes,yes,no,no,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,yes,no",Control
9003.0,"yes,yes,yes,yes,no,no,no,yes,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9003.0,"no,yes,yes,no,no,yes,no,no,no,yes",Control
9003.0,"yes,yes,yes,yes,no,no,yes,yes,yes,no",Control
9003.0,"no,no,no,yes,no,yes,no,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,no,no,no,no,no,no,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,no,no,no,no,no,yes,yes",Control
9003.0,"yes,no,no,no,no,yes,yes,yes,no,no",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9003.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",Control
9003.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,yes,yes,yes",Control
9004.0,"yes,no,no,no,no,yes,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,yes,yes,yes,yes,yes,yes,no",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",Control
9004.0,"yes,no,yes,no,yes,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,yes,no",Control
9004.0,"yes,yes,yes,no,no,yes,no,no,yes,yes",Control
9004.0,"no,no,no,no,no,no,no,no,yes,no",Control
9004.0,"yes,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,yes,yes,yes,no,yes,yes,yes,yes",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,yes,no,no,no,no,no",Control
9004.0,"no,no,no,no,yes,no,no,no,no,no",Control
9004.0,"no,no,no,yes,yes,yes,yes,yes,no,no",Control
9004.0,"yes,no,no,no,yes,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",Control
9004.0,"no,no,no,no,no,yes,no,no,no,no",Control
9004.0,"no,no,yes,no,yes,no,no,yes,no,no",Control
9004.0,"yes,no,no,yes,no,no,no,yes,no,yes",Control
9004.0,"no,no,no,no,no,yes,yes,no,no,no",Control
9004.0,"no,no,no,,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,yes",Control
9004.0,"no,no,no,no,no,no,no,yes,yes,no",Control
9004.0,"no,yes,yes,no,no,no,no,yes,yes,yes",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,yes,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,yes,yes,no,no,no,yes,yes",Control
9004.0,"no,no,no,no,no,no,yes,yes,yes,yes",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,yes,no,no,no",Control
9004.0,"yes,no,no,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"no,yes,yes,no,yes,no,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,no,yes,yes,yes,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,yes,yes,yes,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",Control
9004.0,"yes,yes,no,yes,yes,no,no,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,yes,yes,yes",Control
9004.0,"no,no,no,yes,no,no,no,yes,no,no",Control
9004.0,"no,yes,no,no,no,no,no,no,yes,no",Control
9004.0,"yes,yes,no,no,no,no,no,no,no,no",Control
9004.0,"no,yes,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,yes",Control
9004.0,"no,yes,yes,yes,no,yes,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,yes,yes,yes,no",Control
9004.0,"yes,yes,no,yes,yes,yes,no,yes,yes,yes",Control
9004.0,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,yes,no,no,no,yes,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,yes,yes,yes,yes,yes,yes,yes,no,no",Control
9004.0,"no,no,no,no,no,no,yes,yes,yes,no",Control
9004.0,"no,yes,yes,yes,yes,yes,no,yes,yes,yes",Control
9004.0,"yes,yes,no,yes,no,yes,yes,yes,yes,no",Control
9004.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9004.0,"yes,no,yes,yes,no,yes,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9004.0,"no,no,no,no,no,no,yes,no,no,no",Control
9004.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,yes,yes,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,yes,no",Control
9005.0,"no,yes,no,no,no,yes,no,no,yes,no",Control
9005.0,"no,no,no,yes,no,no,no,no,no,no",Control
9005.0,"yes,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"yes,no,yes,yes,yes,no,yes,no,yes,yes",Control
9005.0,"yes,yes,no,yes,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,yes,yes",Control
9005.0,"yes,yes,no,no,no,yes,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,yes",Control
9005.0,"yes,yes,yes,yes,no,no,no,no,no,yes",Control
9005.0,"no,no,no,yes,yes,yes,yes,yes,yes,no",Control
9005.0,"yes,yes,no,no,no,no,yes,yes,yes,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,yes,yes,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,yes,yes,no,no,no",Control
9005.0,"no,no,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,yes",Control
9005.0,"no,yes,yes,yes,no,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,no,no,no,yes,yes,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,yes",Control
9005.0,"yes,no,no,no,no,no,no,no,no,no",Control
9005.0,"yes,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,yes,no",Control
9005.0,"no,no,no,no,yes,yes,no,no,no,no",Control
9005.0,"no,no,no,yes,yes,no,no,yes,yes,yes",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,yes,yes,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,yes",Control
9005.0,"yes,no,yes,yes,yes,yes,no,no,no,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,yes,no,no,no,no,no,yes,no,no",Control
9005.0,"no,yes,yes,no,no,no,yes,yes,no,no",Control
9005.0,"no,yes,yes,yes,yes,yes,no,no,no,no",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,no,yes,yes,no",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,yes,yes,no,no,no,no",Control
9005.0,"no,no,yes,yes,yes,no,yes,no,yes,yes",Control
9005.0,"no,yes,yes,yes,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,yes,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,no,yes,no,yes,no,no",Control
9005.0,"no,yes,yes,yes,no,no,no,no,no,no",Control
9005.0,"yes,no,no,no,no,no,yes,no,yes,yes",Control
9005.0,"yes,yes,no,no,no,yes,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"yes,no,yes,yes,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,yes,yes,yes,yes",Control
9005.0,"yes,yes,no,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,no,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,yes,no,no,yes,no,no,yes,yes,yes",Control
9005.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
9005.0,"yes,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,no,no,no,no,no",Control
9005.0,"no,no,no,no,no,yes,no,no,no,no",Control
9005.0,"no,yes,yes,no,no,no,no,no,no,no",Control
9008.0,"no,no,no,no,no,no,yes,no,no,no",Control
9008.0,"no,yes,yes,yes,no,no,no,no,no,no",Control
9008.0,"no,no,no,no,yes,no,no,no,no,no",Control
9008.0,"yes,yes,yes,no,no,no,no,no,no,no",Control
9008.0,"no,no,no,no,no,no,no,no,no,no",Control
9008.0,"no,no,no,no,no,no,no,yes,yes,yes",Control
9008.0,"yes,no,no,no,no,yes,no,no,no,no",Control
9008.0,"no,yes,yes,yes,no,yes,no,yes,no,no",Control
9008.0,"yes,yes,no,yes,no,no,no,no,no,no",Control
9008.0,"yes,yes,no,no,no,no,no,yes,no,no",Control
9008.0,"no,no,yes,no,no,no,yes,yes,no,no",Control
9008.0,"no,yes,no,no,yes,yes,no,no,yes,no",Control
9008.0,"yes,yes,yes,yes,yes,no,no,no,no,no",Control
9008.0,"no,no,no,no,no,no,no,no,no,yes",Control
9008.0,"no,no,no,no,no,no,no,no,no,no",Control
9008.0,"no,no,no,no,no,no,no,no,no,no",Control
9008.0,"no,no,no,no,no,no,yes,no,no,yes",Control
