Participant,obs_name_sequence,experience
2.0,"Back_wall,Bottle_on_table,Floor,Body,Body,Table,Chair_right,Floor,Body,Body,Body,Wooden_wall,Windows,Curtains,Body,Floor,Floor,Windows,Back_chair,Windows,Body,Body,Body,Body,Floor,Floor,Floor,Floor,Wall_on_right,Back_wall,Ceiling,Ceiling,Side_wall,Back_wall,Side_wall,Lamp_above_table,Ceiling,Ceiling,Back_wall,Curtains,Wall_kitchen,Wooden_wall,Stairs_wall,Stairs_wall,Floor,Body,Body,Body,Body,Floor,Body,Table,Floor,Body,Floor,Floor,Floor,Floor,Body,Wooden_wall,Stairs_wall,Body,Table,Bookcase,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Floor,Curtains,Back_chair,Body,Floor,Floor,Radiator,Chair_right,Radiator,Floor,Back_wall,Ceiling,Ceiling,Ceiling,Ceiling,Ceiling,Back_wall,Wall_kitchen,Wall_kitchen,Wall_kitchen,Wooden_wall,Stairs_wall,Stairs_wall,Floor,Floor,Body,Body,Floor,Floor,Floor,Floor,Body,Body,Body,Table,Back_chair,Back_wall,Floor,Floor,Body,Floor,Floor,Curtains,Table,Floor,Table,Newspaper_on_table,Bookcase,Bottle_on_table,Bookcase,Floor,Body,Floor,Body,Body,Body,Body,Floor,Floor,Table,Back_chair,Bookcase,Floor,Floor,Back_wall,Bookcase,Back_chair,Bookcase,Table,Bookcase,Table,Floor,Table,Table,Floor,Windows,Table,Floor,Wooden_wall,Wooden_wall,Body,Floor,Floor,Floor,Floor,Floor,Side_wall,Floor,Floor,Floor,Floor,Floor,Floor,Back_wall,Table,Chair_right,Back_wall,Radiator,Chair_right,Floor,Back_wall,Curtains,Ceiling,Ceiling,Lamp_above_table,Ceiling,Ceiling,Ceiling,Ceiling,Ceiling,Back_wall,Ceiling,Wall_kitchen,Wall_kitchen,Bottles,Back_wall,Curtains,Windows,Wall_kitchen,Wall_kitchen,Wall_kitchen,Stairs_wall,Wooden_wall,Floor,Floor,Floor,Table,Floor,Body,Floor,Bookcase,Bookcase,Bottle_on_table,Back_wall,Curtains,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Body,Body,Floor,Floor,Wooden_wall,Floor,Table,Floor,Floor,Floor,Floor,Body,Floor,Floor,Floor,Floor,Floor,Floor,Body,Body,Knife_on_floor,Floor,Body,Floor,Body,Floor,Body,Body,Stairs_wall,Stairs_wall,Stairs_wall,Stairs_wall,Wall_kitchen,Ceiling,Wall_kitchen,Wooden_wall,Wooden_wall,Floor,Floor,Floor,Floor,Floor,Wooden_wall,Floor,Floor,Handrail,Wall_kitchen,Wooden_wall,Floor,Floor,Body,Body,Floor,Floor,Body,Floor,Wooden_wall,Wooden_wall,Wooden_wall,Back_wall,Back_wall,Ceiling,Wall_kitchen,Wall_kitchen,Router,Back_wall,Wooden_wall,Wall_kitchen,Back_wall,Windows,Ceiling,Lamp_above_table,Bookcase,Fallen_chair,Fallen_chair,Table,Floor,Back_wall,Table,Windows,Bottle_on_table,Windows,Windows,Curtains,Bookcase,Floor,Floor,Table,Floor,Floor,Floor,Floor,Floor,Chair_right,Table,Floor,Newspaper_on_table,Table,Floor,Table,Newspaper_on_table,Floor,Floor,Curtains,Bookcase,Newspaper_on_table,Table,Bookcase,Bookcase,Floor,Table,Floor,Back_wall,Ceiling,Ceiling,Side_wall,Side_wall,Floor,Floor,Floor,Floor,Knife_on_floor,Floor,Floor,Floor,Floor,Chair_right,Floor,Floor,Floor,Floor,Floor,Floor,Body,Wooden_wall,Stairs_wall,Floor,Wooden_wall,Stairs_wall,Wall_kitchen,Back_wall,Ceiling,Ceiling,Ceiling,Body,Body,Body,Stairs_wall,Stairs_wall,Body,Body,Floor,Floor,Wall_to_kitchen,Floor,Blood_on_floor,Wall_near_stairs,Wall_left,Wall_left,Wall_to_kitchen,Body,Body,Floor,Radiator,Body,Blood_on_floor,Body,Body,Bottle_on_table,Fallen_glass_on_table,Newspaper_on_table,Floor,Fallen_chair,Can_on_floor_front,Chair_front,Can_on_floor_front,Can_on_floor_front,Table,Table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Fallen_glass_on_table,Cigarette_pack_left,Cigarette_pack_left,Wall_kitchen,Back_wall_kitchen,Kitchen_cabinet,Kitchen_door,Kitchen_door,Switch,Wall_to_kitchen,Wall_to_kitchen,Wall_to_kitchen,Wall_to_kitchen,Wall_to_kitchen,Wall_to_kitchen,Wall_near_stairs,Wall_left,Wall_left,Body,Blood_on_floor,Floor,Body,Floor,Body,Body,Wall_to_kitchen,Body,Wall_to_kitchen,Wall_to_kitchen,Body,Body,Floor,Body,Floor,Radiator,Radiator,Bottle_on_table,Fallen_glass_on_table,Fallen_glass_on_table,Cigarette_pack_left,Table,Plate,Plate,Table,Cigarette_pack_right,Upright_can_back,Table,Plate,Table,Newspaper_on_table,Table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Pen_on_newspaper,Newspaper_on_table,Newspaper_on_table,Fallen_glass_on_table,Fallen_glass_on_table,Chair_front,Can_on_floor_front,Wall_kitchen,Wall_kitchen,Wall_kitchen,Wall_kitchen,Wall_kitchen,Wall_kitchen,Wall_to_kitchen,Table,Table,Table,Upright_can_back,Cigarette_pack_right,Table,Table,Chair_front,Newspaper_on_table,Floor,Knife_on_floor,Floor,Floor,Floor,Floor,Wall_near_stairs,Fallen_can_table_back,Table,Bottle_on_table,Fallen_glass_on_table,Table,Table,Upright_can_back,Upright_can_back,Table,Bottle_on_table,Bottle_on_table,Fallen_glass_on_table,Table,Fallen_can_table_front,Pen_on_newspaper,Upright_can_front,Fallen_can_table_front,Upright_can_front,Cigarette_pack_right,Chair_front,Table,Upright_can_back,Bottle_on_table,Fallen_glass_on_table,Fallen_glass_on_table,Bottle_on_table,Fallen_can_table_back,Fallen_can_table_front,Upright_can_front,Table,Table,Upright_can_front,Fallen_can_table_front,Plate,Plate,Plate,Newspaper_on_table,Newspaper_on_table,Chair_front,Chair_front,Fallen_chair,Wall_kitchen,Wall_kitchen,Fallen_chair,Body,Radiator,Radiator,Wall_kitchen,Fridge,Drying_rack,Kitchen_cabinet,Kitchen_door,Kitchen_door,Wall_kitchen,Switch,Switch,Radiator,Wall_to_kitchen,Switch,Wall_to_kitchen,Wall_near_stairs,Wall_left,Wall_near_stairs,Wall_near_stairs,Wall_near_stairs,Body,Body,Body,Body,Wall_to_kitchen,Body,Body,Floor,Floor,Floor,Newspaper_on_table,Newspaper_on_table,Fallen_glass_on_table,Bottle_on_table,Bottle_on_table,Table,Table,Cigarette_pack_right,Upright_can_back,Table,Bottle_on_table,Table,Bottle_on_table,Bottle_on_table,Floor,Bottle_on_table,Table,Fallen_can_table_back,Upright_can_back,Table,Table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Fallen_can_table_front,Plate,Table,Table,Upright_can_back,Bottle_on_table,Bottle_on_table,Upright_can_back,Fallen_can_table_back,Upright_can_back,Bottle_on_table,Fallen_glass_on_table,Fallen_glass_on_table,Newspaper_on_table,Newspaper_on_table,Chair_front,Chair_front,Table,Upright_can_front,Fallen_chair,Wall_kitchen,Fallen_chair,Chair_front,Fallen_chair,Wall_kitchen,Wall_kitchen,Kitchen_door,Switch,Wall_to_kitchen,Wall_to_kitchen,Wall_kitchen,Wall_kitchen,Wall_to_kitchen,Wall_to_kitchen,Switch,Wall_near_stairs,Wall_left,Floor,Floor,Floor,Body,Body,Body,Body,Body,Floor,Floor,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Bottle_on_table,Plate,Fallen_can_table_front,Table,Table,Bottle_on_table,Floor,Duvet_under_body,Body,Body,Body,Body,Chest_of_drawers,Left_wine_glass,Body,Body,Back_wall,Back_wall,Body,Body,Bed,Floor,Mattress_right,Floor,Floor,Body,Body,Right_duvet,Pillow_right,Book,Book,Right_wine_glass,Left_wine_glass,Left_wine_glass,Back_wall,Back_wall,Book,Stuffed_animal,Back_wall,Body,Duvet_under_body,Body,Body,Floor,Body,Floor,Floor,Floor,Floor,Floor,Floor,Duvet_under_body,Body,Body,Body,Duvet_under_body,Duvet_under_body,Body,Body,Top_pillow,Left_wine_glass,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Right_duvet,Mattress_right,Mattress_right,Pillow_right,Right_duvet,Right_duvet,Right_duvet,Chest_of_drawers,Book,Stuffed_animal,Book,Book,Book,Stuffed_animal,Book,Book,Chest_of_drawers,Right_bottle,Chest_of_drawers,Left_bottle,Right_wine_glass,Left_wine_glass,Left_wine_glass,Candle,Candle,Back_wall,Brochure,Top_pillow,Top_pillow,Body,Back_wall,Body,Body,Body,Back_wall,Back_wall,Back_wall,Back_wall,Body,Body,Body,Body,Body,Body,Body,Duvet_under_body,Body,Body,Body,Body,Body,Body,Body,Body,Body,Body,Floor,Floor,Floor,Bed,Bed,Bed,Duvet_under_body,Top_pillow,Top_pillow,Back_wall,Left_bottle,Back_wall,Left_bottle,Back_wall,Chest_of_drawers,Stuffed_animal,Pillow_right,Pillow_right,Pillow_right,Pillow_right,Pillow_right,Right_duvet,Right_duvet,Right_duvet,Floor,Right_duvet,Floor,Floor,Floor,Floor,Floor,Body,Bed,Bed,Floor,Floor,Floor,Floor,Floor,Floor,Duvet_under_body,Floor,Floor,Floor,Floor,Floor,Bed,Duvet_under_body,Duvet_under_body,Top_pillow,Top_pillow,Top_pillow,Top_pillow,Top_pillow,Back_wall,Chest_of_drawers,Right_wine_glass,Chest_of_drawers,Book,Stuffed_animal,Left_bottle,Back_wall,Back_wall,Back_wall,Back_wall,Wall_separator,Back_wall,Back_wall,Back_wall,Back_wall,Duvet_under_body,Body,Duvet_under_body,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Bed,Bed,Body,Duvet_under_body,Duvet_under_body,Body,Top_pillow,Body,Duvet_under_body,Body,Body,Duvet_under_body,Duvet_under_body,Body,Body,Top_pillow,Top_pillow,Body,Body,Back_wall,Back_wall,Body,Left_wine_glass,Bottom_pillow,Candle,Left_wine_glass,Candle,Left_wine_glass,Bottom_pillow,Body,Top_pillow,Top_pillow,Bed,Duvet_under_body,Duvet_under_body,Duvet_under_body,Duvet_under_body,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Bed,Bed,Bed,Bed,Floor,Floor,Floor,Right_duvet,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Chest_of_drawers,Right_duvet,Right_duvet,Right_duvet,Right_duvet,Mattress_right,Mattress_right,Pillow_right,Mattress_right,Chest_of_drawers,Chest_of_drawers,Right_duvet,Right_duvet,Right_duvet,Mattress_right,Back_wall,Book,Left_bottle,Chest_of_drawers,Right_bottle,Right_wine_glass,Back_wall,Back_wall,Right_wine_glass,Left_wine_glass,Right_wine_glass,Book,Back_wall,Back_wall,Back_wall,Right_wine_glass,Left_bottle,Left_wine_glass,Left_bottle,Right_wine_glass,Left_wine_glass,Chest_of_drawers,Left_wine_glass,Back_wall,Back_wall,Chest_of_drawers,Back_wall,Chest_of_drawers,Book,Book,Chest_of_drawers,Right_wine_glass,Pillow_right,Back_wall,Back_wall,Back_wall,Bed,Bottom_pillow,Top_pillow,Left_wine_glass,Bed,Chest_of_drawers,Chest_of_drawers,Candle,Back_wall,Back_wall,Back_wall,Back_wall,Pillow_right,Pillow_right,Mattress_right,Pillow_right,Mattress_right,Right_duvet,Mattress_right,Mattress_right,Pillow_right,Pillow_right,Mattress_right,Mattress_right,Right_duvet,Right_duvet,Right_duvet,Floor,Mattress_right,Right_duvet,Body,Back_wall,Back_wall,Back_wall,Back_wall,Back_wall,Back_wall,Body,Top_pillow,Body,Bed,Duvet_under_body,Body,Body,Body,Body,Bed,Body,Body,Body,Body,Body,Body,Body,Body,Body,Back_wall,Body,Body,Body,Duvet_under_body,Bed,Duvet_under_body,Duvet_under_body,Duvet_under_body,Body,Top_pillow,Top_pillow,Back_wall,Back_wall,Back_wall,Back_wall,Back_wall,Back_wall,Back_wall,Book,Book,Stuffed_animal,Book,Book,Book,Book,Book,Book,Right_bottle,Chest_of_drawers,Right_wine_glass,Right_wine_glass,Right_wine_glass,Right_wine_glass,Right_wine_glass,Chest_of_drawers,Book,Chest_of_drawers,Book,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Left_wine_glass,Back_wall,Back_wall,Back_wall,Brochure,Back_wall,Duvet_under_body,Floor,Floor,Duvet_under_body,Right_bottle,Chest_of_drawers,Right_bottle,Chest_of_drawers,Chest_of_drawers,Paper_box,Brochure,Brochure,Brochure,Brochure,Box_under_brochure,Chest_of_drawers,Cigarette_pack,Paper_box,Paper_box,Wall_back,Chest_of_drawers,Wall_back,Book,Book,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Candle,Candle,Right_wine_glass,Left_bottle,Right_bottle,Left_wine_glass,Right_wine_glass,Left_wine_glass,Left_wine_glass,Bottom_brochure,Brochure,Wall_back,Wall_back,Wall_back,Floor,Duvet_left,Duvet_left,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Right_bottle,Right_bottle,Cigarette_pack,Left_bottle,Left_bottle,Right_bottle,Right_bottle,Wall_back,Chest_of_drawers,Cigarette_pack,Paper_box,Paper_box,Right_bottle,Stuffed_animal,Chest_of_drawers,Chest_of_drawers,Stuffed_animal,Stuffed_animal,Stuffed_animal,Stuffed_animal,Chest_of_drawers,Stuffed_animal,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Paper_box,Wall_back,Paper_box,Paper_box,Wall_back,Paper_box,Wall_back,Paper_box,Paper_box,Paper_box,Wall_back,Brochure,Cigarette_pack,Cigarette_pack,Cigarette_pack,Cigarette_pack,Cigarette_pack,Chest_of_drawers,Bottom_brochure,Chest_of_drawers,Brochure,Box_under_brochure,Box_under_brochure,Brochure,Brochure,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Left_wine_glass,Bottom_brochure,Bottom_brochure,Candle,Candle,Right_wine_glass,Chest_of_drawers,Left_wine_glass,Brochure,Brochure,Wall_back,Brochure,Brochure,Box_under_brochure,Paper_box,Book,Book,Book,Book,Book,Chest_of_drawers,Chest_of_drawers,Duvet_left,Duvet_left,Bed_left,Bed_sheet_left,Bed_left,Bed_sheet_left,Bed_left,Bed_left,Bed_left,Wall_back,Wall_back,Wall_back,Wall_back,Duvet_left,Duvet_left,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Left_wine_glass,Candle,Candle,Candle,Candle,Candle,Chest_of_drawers,Candle,Candle,Candle,Candle,Left_bottle,Cigarette_pack,Cigarette_pack,Brochure,Bottom_brochure,Box_under_brochure,Brochure,Chest_of_drawers,Paper_box,Brochure,Box_under_brochure,Brochure,Right_bottle,Chest_of_drawers,Right_bottle,Right_bottle,Right_bottle,Right_bottle,Wall_back,Right_bottle,Book,Book,Book,Book,Book,Book,Book,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Bed_left,Bed_left,Bed_left,Bed_left,Duvet_left,Duvet_left,Bed_left,Wall_back,Wall_back,Wall_separator,Floor,Duvet_left,Duvet_left,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Left_wine_glass,Brochure,Brochure,Brochure,Chest_of_drawers,Cigarette_pack,Paper_box,Floor,Left_plastic_cup,Bottle_on_table,Plate,Floor,Floor,Floor,Floor,Blood_on_floor,Floor,Blood_on_floor,Table,Napkin,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Blood_on_floor,Blood_on_floor,Floor,Floor,Floor,Floor,Floor,Floor,Right_sofa,Table,Right_plastic_cup,Plate_on_right,Floor,Right_sofa,Right_sofa,Right_sofa,Right_sofa,Left_sofa,Right_sofa,Right_sofa,Right_sofa,Table,Floor,Floor,Table,Plate_on_right,Wall_back,Wall_back,Plate,Plate,Floor,Plate,Plate,Plate,Table,Plate,Floor,Blood_on_floor,Blood_on_floor,Plate,Plate,Bottle_on_table,Fork,Fork,Plate,Wall_back,Right_plastic_cup,Left_plastic_cup,Bottle_on_table,Bottle_on_table,Radiator,Wall_back,Wall_back,Wall_back,Cable_wall,Wall_back,Plate,Napkin,Napkin,Left_plastic_cup,Right_plastic_cup,Napkin,Wall_back,Napkin,Left_plastic_cup,Salt_pepper,Bottle_on_table,Bottle_on_table,Salt_pepper,Salt_pepper,Bottle_on_table,Wall_back,Salt_pepper,Bottle_on_table,Radiator,Radiator,Wall_back,Wall_back,Left_sofa,Left_sofa,Left_sofa,Wall_back,Wall_back,Wall_back,Wall_back,Floor,Floor,Blood_on_floor,Left_sofa,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Right_sofa,Right_sofa,Right_sofa,Right_sofa,Right_sofa,Wall_back,Wall_back,Wall_back,Right_sofa,Wall_back,Radiator,Radiator,Radiator,Radiator,Radiator,Bottle_on_table,Bottle_on_table,Floor,Table,Floor,Table,Plate,Wall_back,Salt_pepper,Table,Floor,Wall_back,Wall_back,Wall_back,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Right_sofa,Right_sofa,Right_sofa,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Left_sofa,Left_sofa,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall_back,Wall_back,Wall_back,Fork,Bottle_on_table,Table,Left_plastic_cup,Radiator,Radiator,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Wall_back,Right_sofa,Wall_back,Wall_back,Left_sofa,Left_sofa,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Left_sofa,Floor,Floor,Wall_back,Wall_back,Plate,Plate,Wall_back,Bottle_on_table,Table,Left_plate,Blood_on_table,Right_plate,Right_plate,Right_plate,Right_plate,Knife_on_plate,Right_plate,Table,Table,Right_plate,Right_plate,Right_plate,Left_plastic_cup,Paper_on_floor,Paper_on_floor,Paper_on_floor,Paper_on_floor,Left_sofa,Left_plate,Paper_on_floor,Left_plate,Table,Table,Table,Table,Table,Left_jar,Right_jar,Right_jar,Bottle,Bottle,Right_sofa,Right_sofa,Right_sofa,Right_sofa,Right_sofa,Floor,Floor,Left_sofa,Floor,Floor,Left_plate,Right_plate,Right_plate,Floor,Floor,Right_plate,Right_plate,Right_plate,Right_plate,Right_plate,Table,Table,Table,Table,Right_plate,Right_jar,Right_plastic_cup,Napkin_on_table,Bottle,Bottle,Right_jar,Right_jar,Left_jar,Left_jar,Table,Table,Left_plate,Left_plate,Right_plate,Left_plate,Right_plate,Left_plate,Left_plate,Table,Right_plate,Left_plate,Left_plate,Table,Table,Left_plate,Table,Table,Floor,Table,Blood_on_table,Left_plate,Left_plastic_cup,Table,Left_plate,Table,Right_plate,Knife_on_plate,Blood_on_table,Floor,Floor,Floor,Left_sofa,Left_sofa,Left_sofa,Left_sofa,Floor,Floor,Floor,Floor,Paper_on_floor,Paper_on_floor,Table,Table,Bottle,Bottle,Bottle,Left_plate,Table,Bottle,Table,Left_fork,Table,Table,Table,Right_plate,Floor,Right_sofa,Right_sofa,Right_sofa,Floor,Table,Floor,Floor,Right_plate,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Table,Right_plate,Right_plate,Right_plate,Right_plastic_cup,Napkin_on_table,Bottle,Bottle,Table,Table,Table,Table,Right_plate,Floor,Right_sofa,Right_sofa,Right_sofa,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Blood_on_floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Table,Left_plate,Paper_on_floor,Left_sofa,Left_sofa,Left_sofa,Left_sofa,Floor,Paper_on_floor,Floor,Table,Table,Table,Table,Right_fork,Right_jar,Right_jar,Napkin_on_table,Napkin_on_table",Control
4.0,"Table,Floor,Body,Floor,Body,Floor,Floor,Floor,Floor,Body,Body,Body,Body,Body,Table,Curtains,Wooden_wall,Table,Body,Floor,Floor,Floor,Floor,Wooden_wall,Lamp_above_table,Floor,Floor,Floor,Floor,Body,Floor,Floor,Floor,Back_wall,Floor,Back_chair,Back_wall,Floor,Floor,Floor,Back_chair,Back_chair,Floor,Floor,Floor,Table,Floor,Wooden_wall,Table,Floor,Floor,Table,Body,Floor,Floor,Floor,Floor,Floor,Wooden_wall,Wooden_wall,Body,Body,Body,Body,Body,Body,Body,Floor,Floor,Radiator,Lamp_in_front,Ceiling,Ceiling,Body,Body,Body,Body,Body,Floor,Floor,Floor,Floor,Body,Floor,Body,Body,Wall_to_kitchen,Bottle_on_table,Floor,Blood_on_floor,Body,Body,Wall_near_stairs,Body,Body,Body,Body,Blood_on_floor,Body,Body,Wall_near_stairs,Table,Cigarette_pack_left,Fallen_can_table_back,Table,Cigarette_pack_right,Cigarette_pack_left,Cigarette_pack_left,Table,Fallen_can_table_front,Plate,Table,Cigarette_pack_right,Newspaper_on_table,Newspaper_on_table,Pen_on_newspaper,Newspaper_on_table,Newspaper_on_table,Newspaper_on_table,Fallen_glass_on_table,Bottle_on_table,Kitchen_cabinet,Items_in_kitchen,Wall_kitchen,Fallen_chair,Fallen_chair,Floor,Chair_front,Can_on_floor_front,Can_on_floor_front,Can_on_floor_front,Blood_on_floor,Wall_near_stairs,Wall_left,Wall_near_stairs,Wall_near_stairs,Wall_near_stairs,Body,Body,Floor,Floor,Floor,Body,Body,Body,Radiator,Switch,Items_in_kitchen,Items_in_kitchen,Kitchen_cabinet,Items_in_kitchen,Chair_front,Table,Floor,Floor,Floor,Floor,Floor,Newspaper_on_table,Newspaper_on_table,Fallen_glass_on_table,Newspaper_on_table,Floor,Bed,Duvet_under_body,Body,Body,Duvet_under_body,Floor,Floor,Body,Body,Body,Chest_of_drawers,Duvet_under_body,Duvet_under_body,Body,Body,Chest_of_drawers,Candle,Left_wine_glass,Right_wine_glass,Book,Right_bottle,Chest_of_drawers,Right_duvet,Right_duvet,Mattress_right,Floor,Floor,Body,Body,Body,Candle,Left_wine_glass,Left_wine_glass,Left_wine_glass,Candle,Right_wine_glass,Right_wine_glass,Left_bottle,Chest_of_drawers,Candle,Candle,Candle,Duvet_under_body,Body,Body,Body,Body,Body,Body,Duvet_under_body,Body,Body,Body,Body,Body,Body,Body,Right_bottle,Chest_of_drawers,Chest_of_drawers,Back_wall,Back_wall,Right_duvet,Right_duvet,Right_duvet,Mattress_right,Mattress_right,Mattress_right,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Bed,Body,Body,Body,Back_wall,Right_wine_glass,Left_bottle,Right_wine_glass,Candle,Left_wine_glass,Brochure,Brochure,Cigarette_pack,Paper_box,Paper_box,Cigarette_pack,Cigarette_pack,Stuffed_animal,Stuffed_animal,Book,Book,Book,Book,Paper_box,Paper_box,Left_bottle,Left_bottle,Book,Book,Left_bottle,Left_bottle,Right_bottle,Paper_box,Paper_box,Paper_box,Brochure,Brochure,Left_wine_glass,Left_wine_glass,Candle,Candle,Candle,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Chest_of_drawers,Bed_left,Chest_of_drawers,Right_wine_glass,Chest_of_drawers,Stuffed_animal,Duvet_left,Duvet_left,Duvet_left,Duvet_left,Left_wine_glass,Brochure,Brochure,Box_under_brochure,Paper_box,Chest_of_drawers,Cigarette_pack,Cigarette_pack,Floor,Floor,Paper_on_floor,Paper_on_floor,Floor,Right_plastic_cup,Left_plastic_cup,Radiator,Switch,Right_sofa,Right_sofa,Right_sofa,Left_sofa,Wall_back,Socket,Wall_back,Left_sofa,Floor,Floor,Plate,Bottle_on_table,Bottle_on_table,Floor,Paper_on_floor,Paper_on_floor,Floor,Right_plastic_cup,Left_plastic_cup,Fork,Wall_back,Bottle_on_table,Bottle_on_table,Bottle_on_table,Wall_back,Plate_on_right,Fork_on_right,Plate,Wall_back,Wall_back,Plate,Plate_on_right,Wall_back,Plate_on_right,Floor,Paper_on_floor,Paper_on_floor,Floor,Blood_on_floor,Blood_on_floor,Blood_on_floor,Floor,Blood_on_floor,Blood_on_floor,Blood_on_floor,Blood_on_floor,Floor,Floor,Blood_on_floor,Blood_on_floor,Floor,Blood_on_floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Right_sofa,Right_sofa,Table,Blood_on_table,Blood_on_table,Table,Paper_on_floor,Floor,Table,Left_plate,Blood_on_table,Blood_on_table,Blood_on_table,Table,Blood_on_table,Bottle,Bottle,Blood_on_table,Blood_on_table,Right_plate,Blood_on_table,Blood_on_table,Right_plate,Bottle,Left_plastic_cup,Left_plate,Blood_on_table,Table,Floor,Blood_on_table,Blood_on_table,Blood_on_table,Left_plate,Paper_on_floor,Table,Left_plate,Left_jar,Right_jar,Right_jar,Right_sofa,Right_sofa,Right_sofa,Right_sofa,Left_sofa,Left_sofa,Paper_on_floor,Paper_on_floor,Paper_on_floor,Paper_on_floor,Paper_on_floor,Table,Table,Left_jar,Right_jar,Right_jar,Floor,Left_jar,Left_plate,Table,Left_plate,Left_plastic_cup,Bottle,Left_plastic_cup,Bottle,Napkin_on_table",FirstYear
